label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,one,two,three,four,five,six,seven,eight,nine,ten,coloneLen,coltwoLen,colthreeLen,colfourLen,colfiveLen,colsixLen,colsevenLen,coleightLen,colnineLen,coltenLen
"['00', '100', '0010110']",1,3,8,4,0,12,1.8444444444444446,10,13,0,0,4,22,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0,0,0
"['00', '1001111', '110', '11011', '110101', '11100', '100010']",1,7,14,20,4,34,12.104073704073704,65,66,0,0,79,6,27,53,28,34,0,0,0,2,7,3,5,6,5,6,0,0,0
"['1111010', '1101000', '0100011', '0110001', '0101']",1,5,16,16,4,32,6.545454545454545,33,28,0,122,104,35,49,5,0,0,0,0,0,7,7,7,7,4,0,0,0,0,0
"['0010100', '01101', '1000', '10100']",1,4,13,8,2,21,3.756565656565656,15,21,0,20,13,8,20,0,0,0,0,0,0,7,5,4,5,0,0,0,0,0,0
"['0', '11', '0100000']",1,3,7,3,0,10,0.4722222222222222,14,4,0,0,3,32,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0
"['0011', '10010', '0', '0101', '01110']",1,5,10,9,4,19,5.283333333333333,28,24,0,3,18,0,5,14,0,0,0,0,0,4,5,1,4,5,0,0,0,0,0
"['101101', '0001', '0100', '1000', '011', '001111']",1,6,14,13,5,27,8.428571428571429,42,39,0,45,1,4,8,3,15,0,0,0,0,6,4,4,4,3,6,0,0,0,0
"['1', '1100', '010111']",1,3,4,7,0,11,1.0857142857142859,12,7,0,1,12,23,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0
"['0000111', '11001', '01100', '110', '1110']",1,5,11,13,2,24,6.435930735930736,30,29,0,7,25,12,6,14,0,0,0,0,0,7,5,5,3,4,0,0,0,0,0
"['0010010', '10', '0110', '110111', '110']",1,5,10,12,0,22,6.1237318237318235,30,28,0,18,2,6,55,6,0,0,0,0,0,7,2,4,6,3,0,0,0,0,0
"['011001', '0100101', '0110', '10011']",1,4,11,11,0,22,4.523776223776224,15,16,0,25,37,6,19,0,0,0,0,0,0,6,7,4,5,0,0,0,0,0,0
"['110010', '1111110', '101100', '0100011', '101001', '0011010', '10111', '00001', '1001', '011']",1,10,26,30,8,56,26.896109446109445,139,127,0,50,126,44,35,41,26,23,1,9,3,6,7,6,7,6,7,5,5,4,3
"['0111', '011', '010000']",1,3,7,6,0,13,1.7015873015873015,9,11,0,7,3,16,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0
"['111100', '000', '0001001', '1', '0111001', '111101', '100100', '0101']",1,8,20,20,5,40,13.956376956376957,97,80,0,60,0,9,1,57,61,36,5,0,0,6,3,7,1,7,6,6,4,0,0
"['0111110', '11', '101']",1,3,3,9,0,12,1.6444444444444444,11,4,0,62,3,5,0,0,0,0,0,0,0,7,2,3,0,0,0,0,0,0,0
"['0011001', '110', '01010', '0100', '011', '101000']",1,6,16,12,2,28,9.573898323898323,40,41,0,25,6,10,4,3,40,0,0,0,0,7,3,5,4,3,6,0,0,0,0
"['1100100', '0', '1101']",1,3,6,6,0,12,1.3772727272727274,12,6,0,100,0,13,0,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0
"['001', '001100', '01110']",1,3,8,6,0,14,1.893939393939394,8,11,0,1,12,14,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,0
"['0001', '000', '10100']",1,3,9,3,0,12,1.8015873015873014,6,13,0,1,0,20,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0
"['001000', '01111', '0', '001101', '0101', '10011']",1,6,14,13,4,27,8.001731601731601,49,35,0,8,15,0,13,5,19,0,0,0,0,6,5,1,6,4,5,0,0,0,0
"['1001', '01101', '001011', '01010']",1,4,10,10,2,20,4.006060606060606,14,12,0,9,13,11,10,0,0,0,0,0,0,4,5,6,5,0,0,0,0,0,0
"['0001', '01100', '101', '1010011', '01001']",1,5,13,11,2,24,6.615367965367965,26,26,0,1,12,5,83,9,0,0,0,0,0,4,5,3,7,5,0,0,0,0,0
"['101', '000', '10', '000110', '111011']",1,5,10,10,4,20,5.033333333333333,32,22,0,5,0,2,6,59,0,0,0,0,0,3,3,2,6,6,0,0,0,0,0
"['11000', '1001', '0001000', '1111']",1,4,11,9,2,20,3.0050505050505047,20,17,0,24,9,8,15,0,0,0,0,0,0,5,4,7,4,0,0,0,0,0,0
"['111110', '01', '00111']",1,3,4,9,0,13,1.3668831168831168,11,8,0,62,1,7,0,0,0,0,0,0,0,6,2,5,0,0,0,0,0,0,0
"['10011', '111', '1010', '0010000', '01011', '011110', '111011', '10000']",1,8,19,22,5,41,15.242174492174492,86,82,0,19,7,10,16,11,30,59,16,0,0,5,3,4,7,5,6,6,5,0,0
"['100', '0111', '00', '11111']",1,4,5,9,0,14,2.335714285714286,18,16,0,4,7,0,31,0,0,0,0,0,0,3,4,2,5,0,0,0,0,0,0
"['0010010', '110100', '10', '011', '01']",1,5,11,9,2,20,5.248717948717949,35,24,0,18,52,2,3,1,0,0,0,0,0,7,6,2,3,2,0,0,0,0,0
"['000', '10', '1', '0100', '0110011']",1,5,10,7,0,17,4.5264790764790765,30,21,0,0,2,1,4,51,0,0,0,0,0,3,2,1,4,7,0,0,0,0,0
"['1100101', '01001', '0011011']",1,3,9,10,2,19,1.880952380952381,10,8,0,101,9,27,0,0,0,0,0,0,0,7,5,7,0,0,0,0,0,0,0
"['0', '1010', '1110']",1,3,4,5,2,9,1.3,7,7,0,0,10,14,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0
"['111001', '1110000', '0101011', '011', '010']",1,5,12,14,4,26,4.9181929181929185,37,32,0,57,112,43,3,2,0,0,0,0,0,6,7,7,3,3,0,0,0,0,0
"['1001', '10', '00111']",1,3,5,6,0,11,1.619047619047619,9,7,0,9,2,7,0,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0
"['11000', '01111', '101010']",1,3,7,9,2,16,1.6727272727272728,9,7,0,24,15,42,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0
"['0101001', '10', '1101', '10010', '1111']",1,5,9,13,2,22,5.634559884559884,30,27,0,41,2,13,18,15,0,0,0,0,0,7,2,4,5,4,0,0,0,0,0
"['0101000', '000', '001000', '1', '00001']",1,5,17,5,0,22,4.854245754245754,33,44,0,40,0,8,1,1,0,0,0,0,0,7,3,6,1,5,0,0,0,0,0
"['0000', '01', '001100', '1101100']",1,4,12,7,0,19,3.210644910644911,20,25,0,0,1,12,108,0,0,0,0,0,0,4,2,6,7,0,0,0,0,0,0
"['1100110', '1000110', '11001']",1,3,9,10,2,19,2.357142857142857,6,14,0,102,70,25,0,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0
"['1', '0100000', '01', '001']",1,4,9,4,0,13,3.061111111111111,20,13,0,1,32,1,1,0,0,0,0,0,0,1,7,2,3,0,0,0,0,0,0
"['11101', '011', '0100010']",1,3,7,8,0,15,1.6,11,6,0,29,3,34,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0
"['10', '11', '0001010', '000001', '010']",1,5,13,7,2,20,4.748717948717949,34,24,0,2,3,10,1,2,0,0,0,0,0,2,2,7,6,3,0,0,0,0,0
"['00', '011011', '111']",1,3,4,7,0,11,1.1666666666666665,10,6,0,0,27,7,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0
"['110', '11', '100111', '010010']",1,4,7,10,2,17,3.3555555555555556,19,16,0,6,3,39,18,0,0,0,0,0,0,3,2,6,6,0,0,0,0,0,0
"['100', '000', '111110', '10010', '00111', '11', '0110110']",1,7,14,17,4,31,10.824597624597624,66,57,0,4,0,62,18,7,3,54,0,0,0,3,3,6,5,5,2,7,0,0,0
"['0', '01', '011100']",1,3,5,4,0,9,1.4523809523809523,10,9,0,0,1,28,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0
"['0000', '1010', '111']",1,3,6,5,2,11,1.0714285714285714,8,4,0,0,10,7,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0
"['1000', '111110', '10']",1,3,5,7,0,12,1.5666666666666667,10,8,0,8,62,2,0,0,0,0,0,0,0,4,6,2,0,0,0,0,0,0,0
"['00110', '110001', '00001', '0010']",1,4,13,7,2,20,4.028282828282828,16,18,0,6,49,1,2,0,0,0,0,0,0,5,6,5,4,0,0,0,0,0,0
"['101101', '001', '111110']",1,3,5,10,2,15,1.3333333333333333,11,7,0,45,1,62,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0
"['000100', '101', '000', '110000', '011']",1,5,14,7,5,21,5.111111111111111,32,32,0,4,5,0,48,3,0,0,0,0,0,6,3,3,6,3,0,0,0,0,0
"['00', '0101', '0100000', '00111']",1,4,12,6,0,18,3.2279942279942277,21,21,0,0,5,32,7,0,0,0,0,0,0,2,4,7,5,0,0,0,0,0,0
"['100', '0001', '111001', '1110', '11011', '01000', '100010']",1,7,17,16,6,33,12.41053391053391,56,56,0,4,1,57,14,27,8,34,0,0,0,3,4,6,4,5,5,6,0,0,0
"['1101000', '111100', '110010']",1,3,9,10,2,19,2.051282051282051,7,11,0,104,60,50,0,0,0,0,0,0,0,7,6,6,0,0,0,0,0,0,0
"['100', '0010101', '11', '10101', '001100', '0100010']",1,6,17,13,2,30,8.97848262848263,49,38,0,4,21,3,21,12,34,0,0,0,0,3,7,2,5,6,7,0,0,0,0
"['10', '1111011', '1110', '0100', '0110110']",1,5,9,15,4,24,5.8001443001443,33,26,0,2,123,14,4,54,0,0,0,0,0,2,7,4,4,7,0,0,0,0,0
"['1100011', '100110', '0011']",1,3,8,9,0,17,2.2965034965034965,8,10,0,99,38,3,0,0,0,0,0,0,0,7,6,4,0,0,0,0,0,0,0
"['101101', '1110001', '0101', '1110011']",1,4,9,15,2,24,3.9326673326673327,17,27,0,45,113,5,115,0,0,0,0,0,0,6,7,4,7,0,0,0,0,0,0
"['00', '10', '100101', '01111', '1101110', '11110']",1,6,10,17,4,27,7.641935841935842,50,39,0,0,2,37,15,110,30,0,0,0,0,2,2,6,5,7,5,0,0,0,0
"['1101011', '111', '0010', '1101100', '01010', '1001']",1,6,13,17,4,30,8.647691197691197,46,39,0,107,7,2,108,10,9,0,0,0,0,7,3,4,7,5,4,0,0,0,0
"['000001', '1000011', '010']",1,3,11,5,0,16,1.6136752136752137,11,4,0,1,67,2,0,0,0,0,0,0,0,6,7,3,0,0,0,0,0,0,0
"['1100', '011000', '10010']",1,3,9,6,0,15,2.193939393939394,7,7,0,12,24,18,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0
"['0101000', '01100', '101001', '11', '010010']",1,5,15,11,2,26,6.675546675546675,29,21,0,40,12,41,3,18,0,0,0,0,0,7,5,6,2,6,0,0,0,0,0
"['00110', '0000', '1010111', '1101100', '1001111', '11011']",1,6,15,20,5,35,9.055988455988455,47,45,0,6,0,87,108,79,27,0,0,0,0,5,4,7,7,7,5,0,0,0,0
"['100', '11', '10']",1,3,3,4,2,7,1.7000000000000002,4,7,0,4,3,2,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0
"['0001011', '0101010', '011']",1,3,9,8,2,17,1.9142857142857141,10,9,0,11,42,3,0,0,0,0,0,0,0,7,7,3,0,0,0,0,0,0,0
"['0001', '01100', '1101', '11011', '0011010', '010100', '0100', '11110']",1,8,20,20,6,40,16.616705516705515,70,81,0,1,12,13,27,26,20,4,30,0,0,4,5,4,5,7,6,4,5,0,0
"['000000', '1', '001101', '0101', '1000', '00111']",1,6,16,10,4,26,7.202886002886003,51,43,0,0,1,13,5,8,7,0,0,0,0,6,1,6,4,4,5,0,0,0,0
"['0110101', '101', '101100', '000110', '11', '010000', '11110', '11100']",1,8,19,21,5,40,16.242041292041293,89,74,0,53,5,44,6,3,16,30,28,0,0,7,3,6,6,2,6,5,5,0,0
"['1', '111011', '10011']",1,3,3,9,0,12,1.3463203463203464,11,15,0,1,59,19,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0
"['100', '0101', '0010110']",1,3,8,6,0,14,1.8987012987012988,9,7,0,4,5,22,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0
"['101', '00101', '101100', '10']",1,4,8,8,0,16,3.8335497835497834,16,19,0,5,5,44,2,0,0,0,0,0,0,3,5,6,2,0,0,0,0,0,0
"['0100000', '011100', '101100', '0', '10111', '10011']",1,6,16,14,4,30,7.912803862803863,54,38,0,32,28,44,0,23,19,0,0,0,0,7,6,6,1,5,5,0,0,0,0
"['001', '011', '101110', '10']",1,4,6,8,2,14,3.0777777777777775,16,14,0,1,3,46,2,0,0,0,0,0,0,3,3,6,2,0,0,0,0,0,0
"['0001110', '1100', '0010', '001000', '11', '1000010']",1,6,19,11,4,30,8.375552225552225,51,49,0,14,12,2,8,3,66,0,0,0,0,7,4,4,6,2,7,0,0,0,0
"['010110', '0011', '0001011', '10110', '000111', '11', '011', '10000']",1,8,19,19,4,38,17.834876234876234,79,87,0,22,3,11,22,7,3,3,16,0,0,6,4,7,5,6,2,3,5,0,0
"['010110', '0001', '0100', '011', '1001110']",1,5,13,11,2,24,5.969663669663669,29,29,0,22,1,4,3,78,0,0,0,0,0,6,4,4,3,7,0,0,0,0,0
"['00', '010110', '1110010', '1111', '1110', '01']",1,6,10,15,4,25,7.254972804972805,47,44,0,0,22,114,15,14,1,0,0,0,0,2,6,7,4,4,2,0,0,0,0
"['00', '0011', '1110100', '0111111', '0001100', '11111', '1001000']",1,7,18,21,4,39,10.015151515151516,85,79,0,0,3,116,63,12,31,72,0,0,0,2,4,7,7,7,5,7,0,0,0
"['1101011', '10', '1001111', '0110', '1000', '1011101', '10100']",1,7,15,21,5,36,12.5021645021645,68,58,0,107,2,79,6,8,93,20,0,0,0,7,2,7,4,4,7,5,0,0,0
"['110', '01', '10', '00100']",1,4,7,5,2,12,3.342857142857143,14,13,0,6,1,2,4,0,0,0,0,0,0,3,2,2,5,0,0,0,0,0,0
"['111', '10111', '0011', '10000']",1,4,7,10,2,17,3.0825396825396822,16,23,0,7,23,3,16,0,0,0,0,0,0,3,5,4,5,0,0,0,0,0,0
"['0000101', '0', '111110', '1100110']",1,4,10,11,2,21,2.1263736263736264,28,15,0,5,0,62,102,0,0,0,0,0,0,7,1,6,7,0,0,0,0,0,0
"['101', '100011', '0', '001101', '11100']",1,5,10,11,2,21,4.995670995670995,35,23,0,5,35,0,13,28,0,0,0,0,0,3,6,1,6,5,0,0,0,0,0
"['110100', '00010', '10', '101110', '001']",1,5,12,10,2,22,5.201226551226551,32,27,0,52,2,2,46,1,0,0,0,0,0,6,5,2,6,3,0,0,0,0,0
"['0101000', '111110', '0011111', '0111100', '01']",1,5,12,17,3,29,5.2866300366300365,39,32,0,40,62,31,60,1,0,0,0,0,0,7,6,7,7,2,0,0,0,0,0
"['10110', '010000', '111101']",1,3,8,9,2,17,1.424242424242424,9,4,0,22,16,61,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0
"['0', '1011', '101111']",1,3,3,8,0,11,1.4857142857142858,10,8,0,0,11,47,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0
"['001001', '0101', '011111']",1,3,7,9,2,16,1.9,8,8,0,9,5,31,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0
"['101', '01000', '01010']",1,3,8,5,2,13,2.05,6,6,0,5,8,10,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0
"['100000', '011000', '01', '00011']",1,4,13,6,2,19,3.079004329004329,22,19,0,32,24,1,3,0,0,0,0,0,0,6,6,2,5,0,0,0,0,0,0
"['1', '0001000', '010110', '110']",1,4,10,7,0,17,2.717765567765568,24,12,0,1,8,22,6,0,0,0,0,0,0,1,7,6,3,0,0,0,0,0,0
"['100', '00001', '0101', '0110010']",1,4,12,7,0,19,3.327994227994228,17,15,0,4,1,5,50,0,0,0,0,0,0,3,5,4,7,0,0,0,0,0,0
"['1001101', '101010', '000111', '11011', '0111001', '010010', '0000010']",1,7,23,21,6,44,13.045288045288045,66,52,0,77,42,7,27,57,18,2,0,0,0,7,6,6,5,7,6,7,0,0,0
"['1000', '01', '00000', '110011']",1,4,11,6,0,17,2.7493506493506494,20,14,0,8,1,0,51,0,0,0,0,0,0,4,2,5,6,0,0,0,0,0,0
"['00', '1111010', '1100', '111', '0100']",1,5,9,11,2,20,5.2576479076479075,29,31,0,0,122,12,7,4,0,0,0,0,0,2,7,4,3,4,0,0,0,0,0
"['0111', '001010', '010101']",1,3,8,8,2,16,2.2333333333333334,7,7,0,7,10,21,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0
"['100101', '11', '0', '10011']",1,4,6,8,0,14,2.5995670995670994,19,17,0,37,3,0,19,0,0,0,0,0,0,6,2,1,5,0,0,0,0,0,0
"['11111', '0111', '001']",1,3,3,9,0,12,1.4880952380952381,8,10,0,31,7,1,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0
"['101', '000', '1111', '001100', '0110000', '001111']",1,6,15,14,4,29,7.3658341658341655,53,49,0,5,0,15,12,48,15,0,0,0,0,3,3,4,6,7,6,0,0,0,0
"['00', '001', '0110001']",1,3,8,4,0,12,1.8444444444444446,10,10,0,0,1,49,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0,0,0
"['01', '11', '01010', '10100']",1,4,7,7,4,14,3.5857142857142854,15,11,0,1,3,10,20,0,0,0,0,0,0,2,2,5,5,0,0,0,0,0,0
"['111010', '0', '1010', '010110']",1,4,8,9,2,17,3.238095238095238,20,19,0,58,0,10,22,0,0,0,0,0,0,6,1,4,6,0,0,0,0,0,0
"['011', '000000', '10']",1,3,8,3,0,11,0.8722222222222222,12,6,0,3,0,2,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,0
"['110111', '110', '0010111', '100111']",1,4,7,15,2,22,3.882905982905983,17,31,0,55,6,23,39,0,0,0,0,0,0,6,3,7,6,0,0,0,0,0,0
"['101101', '00', '1001001', '1100', '111110', '110', '11010']",1,7,14,19,2,33,12.49034299034299,61,57,0,45,0,73,12,62,6,26,0,0,0,6,2,7,4,6,3,5,0,0,0
"['110001', '000', '10', '11110', '011']",1,5,9,10,2,19,4.6113275613275615,30,22,0,49,0,2,30,3,0,0,0,0,0,6,3,2,5,3,0,0,0,0,0
"['1011110', '0101101', '1', '10101', '01000']",1,5,11,14,4,25,4.980952380952381,38,24,0,94,45,1,21,8,0,0,0,0,0,7,7,1,5,5,0,0,0,0,0
"['0101010', '0111100', '1100111']",1,3,9,12,3,21,1.8571428571428572,12,5,1,42,60,103,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0
"['00', '11', '010101']",1,3,5,5,2,10,1.0,10,4,0,0,3,21,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0
"['0000', '11111', '0000001', '00001', '01001', '0101']",1,6,19,11,5,30,7.768686868686869,42,56,0,0,31,1,1,9,5,0,0,0,0,4,5,7,5,5,4,0,0,0,0
"['1', '011', '1010']",1,3,3,5,0,8,1.4714285714285715,7,6,0,1,3,10,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0
"['00', '011011', '11', '01']",1,4,5,7,3,12,2.5,16,13,0,0,27,3,1,0,0,0,0,0,0,2,6,2,2,0,0,0,0,0,0
"['0100111', '1', '001', '101000', '01110']",1,5,11,11,0,22,4.559179709179709,38,20,0,39,1,1,40,14,0,0,0,0,0,7,1,3,6,5,0,0,0,0,0
"['00110', '1001', '1001011', '000']",1,4,11,8,0,19,3.982034632034632,17,13,0,6,9,75,0,0,0,0,0,0,0,5,4,7,3,0,0,0,0,0,0
"['1011', '0011000', '0110', '01', '0000000']",1,5,16,8,4,24,4.996753246753246,37,27,0,11,24,6,1,0,0,0,0,0,0,4,7,4,2,7,0,0,0,0,0
"['101', '100110', '000000', '1111', '011000', '1011']",1,6,15,14,5,29,7.328571428571428,49,36,0,5,38,0,15,24,11,0,0,0,0,3,6,6,4,6,4,0,0,0,0
"['1011100', '101', '11101', '1011']",1,4,6,13,0,19,4.267748917748918,15,28,0,92,5,29,11,0,0,0,0,0,0,7,3,5,4,0,0,0,0,0,0
"['00010', '11', '01010', '1010100']",1,4,11,8,2,19,3.234920634920635,18,13,0,2,3,10,84,0,0,0,0,0,0,5,2,5,7,0,0,0,0,0,0
"['011111', '001', '10']",1,3,4,7,0,11,1.0944444444444446,11,6,0,31,1,2,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0
"['010110', '0100', '11010']",1,3,8,7,0,15,2.012121212121212,6,11,0,22,4,26,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0
"['0001110', '111', '10', '0110', '1101101', '010001']",1,6,13,16,2,29,8.528171828171828,52,34,0,14,7,2,6,109,17,0,0,0,0,7,3,2,4,7,6,0,0,0,0
"['01100', '01001', '100111', '10011']",1,4,10,11,3,21,4.381818181818182,16,16,0,12,9,39,19,0,0,0,0,0,0,5,5,6,5,0,0,0,0,0,0
"['00', '0011', '100', '110111', '0110000']",1,5,12,10,0,22,5.383977133977134,36,29,0,0,3,4,55,48,0,0,0,0,0,2,4,3,6,7,0,0,0,0,0
"['01000', '0', '1100', '11001']",1,4,9,6,2,15,3.2222222222222223,16,14,0,8,0,12,25,0,0,0,0,0,0,5,1,4,5,0,0,0,0,0,0
"['011', '1000001', '110010']",1,3,9,7,0,16,1.45982905982906,12,7,0,3,65,50,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0
"['111010', '1110', '010']",1,3,5,8,0,13,2.038095238095238,7,13,0,58,14,2,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0
"['0001111', '01001', '0', '1011011']",1,4,9,11,2,20,2.880952380952381,26,11,0,15,9,0,91,0,0,0,0,0,0,7,5,1,7,0,0,0,0,0,0
"['100', '11', '0111011', '010']",1,4,6,9,2,15,2.911111111111111,20,13,0,4,3,59,2,0,0,0,0,0,0,3,2,7,3,0,0,0,0,0,0
"['0011', '100', '111', '100000', '01', '001110']",1,6,13,11,4,24,7.226190476190476,47,40,0,3,4,7,32,1,14,0,0,0,0,4,3,3,6,2,6,0,0,0,0
"['0110', '1001', '01001']",1,3,7,6,2,13,2.0555555555555554,6,8,0,6,9,9,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0
"['11000', '000', '10', '11011', '10001']",1,5,11,9,3,20,5.864285714285714,25,26,0,24,0,2,27,17,0,0,0,0,0,5,3,2,5,5,0,0,0,0,0
"['101000', '1101000', '11101', '11']",1,4,9,11,0,20,3.651071151071151,19,24,0,40,104,29,3,0,0,0,0,0,0,6,7,5,2,0,0,0,0,0,0
"['1101', '01111', '10001', '010', '0000100']",1,5,13,11,2,24,5.268398268398268,33,19,0,13,15,17,2,4,0,0,0,0,0,4,5,5,3,7,0,0,0,0,0
"['1', '1010111', '0011', '011100']",1,4,7,11,0,18,2.8783716283716285,24,12,0,1,87,3,28,0,0,0,0,0,0,1,7,4,6,0,0,0,0,0,0
"['00', '1111', '11100', '0010000']",1,4,10,8,0,18,2.3643578643578644,24,22,0,0,15,28,16,0,0,0,0,0,0,2,4,5,7,0,0,0,0,0,0
"['1111110', '0001100', '1101', '0011110', '1000', '001', '01']",1,7,16,18,5,34,10.902020202020202,76,59,0,126,12,13,30,8,1,1,0,0,0,7,7,4,7,4,3,2,0,0,0
"['101101', '0000111', '01', '1010010']",1,4,11,11,2,22,3.344932844932845,24,15,0,45,7,1,82,0,0,0,0,0,0,6,7,2,7,0,0,0,0,0,0
"['00110', '0111000', '10']",1,3,8,6,0,14,1.6825396825396823,11,10,0,6,56,2,0,0,0,0,0,0,0,5,7,2,0,0,0,0,0,0,0
"['100001', '100', '0000110', '010100', '010011', '0100', '111010', '01110']",1,8,25,18,4,43,17.09210789210789,83,87,0,33,4,6,20,19,4,58,14,0,0,6,3,7,6,6,4,6,5,0,0
"['01', '001', '11']",1,3,3,4,2,7,1.7000000000000002,4,7,0,1,1,3,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0
"['11001', '000', '0010', '11010', '11011', '00100']",1,6,15,12,4,27,9.523809523809524,36,47,0,25,0,2,26,27,4,0,0,0,0,5,3,4,5,5,5,0,0,0,0
"['10001', '01101', '1']",1,3,5,6,2,11,1.2666666666666666,11,9,0,17,13,1,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0
"['011100', '010011', '10001', '0101', '010']",1,5,13,11,2,24,6.52987012987013,27,28,0,28,19,17,5,2,0,0,0,0,0,6,6,5,4,3,0,0,0,0,0
"['01', '11', '1110111']",1,3,2,9,2,11,1.3888888888888888,11,12,0,1,3,119,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0
"['11001', '10', '1110110', '1111', '01']",1,5,6,14,2,20,5.259018759018759,32,31,0,25,2,118,15,1,0,0,0,0,0,5,2,7,4,2,0,0,0,0,0
"['1011110', '1000111', '1010']",1,3,7,11,2,18,1.987012987012987,10,11,0,94,71,10,0,0,0,0,0,0,0,7,7,4,0,0,0,0,0,0,0
"['00111', '10', '100010']",1,3,7,6,0,13,1.331168831168831,11,8,0,7,2,34,0,0,0,0,0,0,0,5,2,6,0,0,0,0,0,0,0
"['100', '010001', '101010']",1,3,9,6,2,15,2.0,9,7,0,4,17,42,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0
"['1', '100', '1110000']",1,3,6,5,0,11,1.35,12,7,0,1,4,112,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0
"['00', '011011', '111', '110000', '11011', '1000110', '0101010', '11010']",1,8,19,22,6,41,16.383083583083582,86,86,0,0,27,7,48,27,70,42,26,0,0,2,6,3,6,5,7,7,5,0,0
"['101', '0010', '0100', '0111', '1000']",1,5,11,8,4,19,5.785714285714286,22,23,0,5,2,4,7,8,0,0,0,0,0,3,4,4,4,4,0,0,0,0,0
"['00110', '01', '11']",1,3,4,5,2,9,1.6428571428571428,7,4,0,6,1,3,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0
"['1100', '000', '10', '1', '0100']",1,5,9,5,2,14,5.0928571428571425,20,24,0,12,0,2,1,4,0,0,0,0,0,4,3,2,1,4,0,0,0,0,0
"['111010', '0001100', '01']",1,3,8,7,0,15,1.5598290598290598,13,6,0,58,12,1,0,0,0,0,0,0,0,6,7,2,0,0,0,0,0,0,0
"['011', '01', '0010000']",1,3,8,4,0,12,1.6444444444444444,11,7,0,3,1,16,0,0,0,0,0,0,0,3,2,7,0,0,0,0,0,0,0
"['00', '110', '011', '001']",1,4,6,5,3,11,3.2666666666666666,11,15,0,0,6,3,1,0,0,0,0,0,0,2,3,3,3,0,0,0,0,0,0
"['1', '1101011', '001', '110010']",1,4,7,10,0,17,2.8716117216117216,22,17,0,1,107,1,50,0,0,0,0,0,0,1,7,3,6,0,0,0,0,0,0
"['1110', '1111', '0111001', '0100', '001']",1,5,9,13,3,22,5.4246753246753245,27,26,0,14,15,57,4,1,0,0,0,0,0,4,4,7,4,3,0,0,0,0,0
"['100', '000', '111', '110000', '1100111', '0110', '001']",1,7,15,14,4,29,11.135442335442335,61,61,0,4,0,7,48,103,6,1,0,0,0,3,3,3,6,7,4,3,0,0,0
"['1110100', '0000110', '1101', '1010011', '0111100', '1010010']",1,6,19,20,5,39,9.48051948051948,51,39,0,116,6,13,83,60,82,0,0,0,0,7,7,4,7,7,7,0,0,0,0
"['1', '01111', '1110001']",1,3,4,9,0,13,1.25,14,10,0,1,15,113,0,0,0,0,0,0,0,1,5,7,0,0,0,0,0,0,0
