label,isCode,wordsLen,ZeroLen,OneLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,kraftMcMilanSatisfied,WordsWithSameSizeLen
"['00', '1011000', '111', '000', '1', '110', '11', '0', '010000', '01']",0,10,17,13,30,18.023992673992673,126,111,0,0,8
"['00', '1', '110', '1000111', '11']",0,5,6,9,15,3.9055555555555554,31,25,0,0,2
"['11000', '100', '000', '1', '110', '0111101', '111101', '0101110', '01']",0,9,16,21,37,18.062365412365413,118,91,0,0,5
"['00', '0001', '000', '10', '011000', '1010100']",0,6,17,7,24,8.245565545565546,45,61,0,1,2
"['1', '000100', '11']",0,3,5,4,9,1.2023809523809523,11,4,0,1,0
"['000', '00010', '10', '1', '0110', '111101', '001']",0,7,13,11,24,10.33030303030303,58,49,0,0,2
"['00', '01101', '0011', '1101000', '110100', '10', '01010', '001100', '001']",0,9,23,17,40,21.387379287379286,105,119,0,1,6
"['0000', '1100', '10', '101001', '1', '0', '001101', '1011', '00111']",0,9,17,16,33,16.655339105339106,108,87,0,0,7
"['100110', '00010', '1', '01111', '0', '11', '1000010', '01', '10011']",0,9,17,17,34,16.987556887556888,116,88,0,0,7
"['0001', '1111', '11', '0', '0000001', '0111', '01']",0,7,12,12,24,8.989393939393938,65,58,0,0,5
"['1101000', '11', '0111100', '111']",0,4,7,12,19,3.4603174603174605,22,19,0,1,2
"['00', '00010', '110000', '0110', '0', '010000', '00101', '011']",0,8,22,10,32,15.54062049062049,83,101,0,0,4
"['00', '11000', '01011', '1', '110111', '0', '01']",0,7,10,12,22,8.827489177489177,63,47,0,0,6
"['00', '0101101', '10', '110', '11', '0111', '0101', '01', '00111']",0,9,13,18,31,20.18073593073593,88,96,0,0,6
"['1', '01110', '11', '100']",0,4,4,7,11,2.9714285714285715,15,10,0,1,0
"['00', '111110', '00010', '10', '110', '1001', '01110']",0,7,13,14,27,11.75916305916306,57,60,0,1,4
"['0000', '10110', '10', '1', '101000', '11', '11110', '100000', '01', '00111']",0,10,20,18,38,20.714574314574314,139,121,0,0,8
"['01101', '0011', '100101', '1', '1110', '11', '1010100']",0,7,12,17,29,10.942030192030192,64,57,0,1,2
"['101101', '00', '0101001', '100', '000110', '11', '0', '10101', '011']",0,9,18,17,35,18.903446553446553,110,82,0,0,6
"['0000', '001', '000', '010']",0,4,11,2,13,4.0,9,30,0,1,3
"['11001', '10', '1', '110', '0', '11', '10001', '000010', '011', '1011']",0,10,15,17,32,23.19177489177489,115,116,0,0,8
"['100001', '111', '1', '0', '01010', '101011']",0,6,10,12,22,5.637806637806637,52,31,0,0,4
"['100', '0001', '10', '1000100', '01111', '01', '01010', '0111', '010']",0,9,19,16,35,19.94090909090909,98,102,0,1,8
"['00', '0001', '1100', '1', '110', '0', '01001', '01', '1010100']",0,9,17,12,29,17.287734487734486,99,87,0,0,6
"['100', '101', '1', '0', '01']",0,5,5,5,10,5.2,15,20,0,0,4
"['00', '00010', '10010', '01111', '0', '0111011', '10001', '011', '01', '10100']",0,10,21,19,40,23.584126984126982,138,117,0,0,7
"['110010', '111110', '00010', '1', '1001000', '1110', '0', '1001', '001', '0111010']",0,10,22,22,44,21.723226773226774,152,115,0,0,8
"['100', '0001', '10', '110', '010001', '010']",0,6,13,8,21,9.239682539682539,33,40,0,1,3
"['100', '000', '0', '1011']",0,4,7,4,11,2.9238095238095236,13,13,0,1,2
"['100001', '10110', '111', '000', '1', '011110', '010100', '0', '1110', '010']",0,10,19,19,38,20.273015873015872,136,107,0,0,8
"['00', '101001', '1110', '0', '11101', '01', '0110011', '01110']",0,8,14,18,32,14.526157176157175,88,67,0,0,4
"['0011', '01100', '101', '1100', '000', '0010', '1', '11', '011', '01']",0,10,16,15,31,25.212698412698412,96,116,0,0,8
"['1010', '111', '10', '10010', '1', '01111', '110000']",0,7,11,15,26,10.632972582972583,63,58,0,0,2
"['0011', '0000110', '1', '110', '010011', '1111', '0110000', '0111', '10000']",0,9,21,20,41,18.45907425907426,119,105,0,1,5
"['101101', '00', '1100', '11', '0', '1010101', '1011', '10011']",0,8,13,18,31,14.912759462759462,82,82,0,0,4
"['00', '1101000', '10', '000110', '0', '01010', '010', '10011']",0,8,19,12,31,15.50973470973471,86,83,0,0,4
"['100101', '110111', '110', '1110', '1000111', '11', '0010111']",0,7,12,23,35,12.815451215451215,65,95,0,1,4
"['00110', '0000', '0110', '11', '0', '0100', '1000']",0,7,16,8,24,10.254761904761905,51,67,0,0,4
"['000', '0']",0,2,4,0,4,0.5,2,4,0,1,0
"['1100', '1101', '01011', '101001', '0111', '01', '1011']",0,7,11,18,29,13.598701298701299,47,69,0,1,4
"['00', '000100', '0000111', '0', '11', '00101', '011']",0,7,16,10,26,9.821228771228771,68,61,0,0,2
"['0110', '0', '0100000', '01']",0,4,10,4,14,2.973232323232323,21,21,0,1,0
"['00110', '00', '110001', '1000011', '000', '100101', '1111011', '11', '0110011', '10000']",0,10,26,24,50,25.246076146076145,152,133,0,1,9
"['0010', '1', '101001', '0', '01010', '0010110', '000001', '001', '010']",0,9,23,13,36,18.646692196692197,110,101,0,0,6
"['0001', '011011', '100', '111', '0100011', '110', '0', '101111', '01010']",0,9,17,21,38,17.5023199023199,110,92,0,0,5
"['00', '1101', '0110', '10111', '01', '10000']",0,6,11,11,22,7.919841269841269,39,32,0,1,6
"['1', '000', '111']",0,3,3,4,7,0.5,8,4,0,1,2
"['0101001', '0011', '111110', '111', '1', '10001', '111010', '1000']",0,8,15,21,36,13.857203907203907,91,83,0,1,4
"['0001011', '1100', '1', '0', '01010']",0,5,10,8,18,3.6636363636363636,37,20,0,0,2
"['101', '1111100', '111001', '1', '0110011']",0,5,8,16,24,5.062271062271062,41,31,0,1,2
"['110110', '110001', '10', '0', '0000010']",0,5,13,9,22,4.522283272283272,40,23,0,1,2
"['00', '1101011', '1', '0011111', '0', '01']",0,6,8,12,20,5.849206349206349,55,30,0,0,6
"['101101', '00', '100', '1010', '1', '001011', '0101', '01', '10011']",0,9,16,17,33,20.675180375180375,94,92,0,0,6
"['101', '000', '111', '00010', '1011001', '110', '10001', '000010', '011', '001110']",0,10,24,20,44,25.573193473193474,128,119,0,1,9
"['1', '1111011', '10']",0,3,2,8,10,1.3611111111111112,12,8,0,1,0
"['1001', '100', '110', '1111', '0', '0110001', '010001', '01']",0,8,15,15,30,14.506121656121655,81,72,0,0,4
"['11000', '100111', '01100', '1', '010010', '0111', '001']",0,7,15,15,30,11.566089466089466,65,50,0,1,4
"['11001', '10010', '10', '0110', '01', '11101', '0', '010', '01110']",0,9,15,17,32,21.595238095238095,88,94,0,0,6
"['1', '001101', '11', '0000']",0,4,7,6,13,2.052380952380952,21,12,0,1,0
"['00', '111111', '0001', '10', '110', '0', '00011', '011', '11100', '10011']",0,10,16,20,36,22.06161616161616,133,125,0,0,7
"['1001001', '110100', '111', '00010', '1101', '1', '011110', '1001', '1000']",0,9,19,21,40,19.264657564657565,108,98,0,1,5
"['1', '110', '001', '011100']",0,4,6,7,13,2.7301587301587302,19,11,0,1,2
"['00', '000', '1101', '0', '0100']",0,5,10,4,14,5.123809523809523,21,32,0,1,2
"['111000', '100', '111', '000110', '1', '00011', '101111', '001', '11100']",0,9,17,21,38,18.896031746031746,117,119,0,1,8
"['111', '10', '0', '10111', '001100']",0,5,7,10,17,4.497041847041847,31,21,0,1,0
"['110110', '0001011', '1000000', '111', '001000', '1000101', '1', '11', '01', '00111']",0,10,24,22,46,22.247624597624597,167,132,0,0,7
"['00', '000', '10', '110', '0', '101110', '011', '1011', '1010100', '00111']",0,10,18,18,36,23.714252414252414,124,124,0,0,5
"['00', '1101011', '0011001', '0', '011', '1011']",0,6,11,13,24,7.733044733044733,53,37,0,1,2
"['00', '111111', '110100', '0', '0100']",0,5,9,10,19,4.019047619047619,37,29,0,1,2
"['000', '0', '10101', '01010', '11', '110101', '001', '01']",0,8,14,13,27,14.246681096681096,71,64,0,0,6
"['100110', '101', '10', '1', '0', '00000', '010111']",0,7,13,11,24,9.054329004329004,69,42,0,0,4
"['0101000', '101', '111', '110', '001011', '010000', '0', '001', '01']",0,9,19,15,34,17.628266178266177,110,88,0,0,6
"['00110', '00', '111111', '1101', '0011100', '1', '11011', '10001', '1001', '01']",0,10,17,24,41,22.952231102231103,145,119,0,0,7
"['010011', '11', '10111', '001', '01', '1100010']",0,6,11,14,25,8.187223887223887,47,43,0,1,2
"['00', '11001', '101', '1101', '01', '11101', '0', '101000', '00100']",0,9,17,16,33,20.507936507936506,93,94,0,0,5
"['0011', '10', '1', '11', '0', '10000']",0,6,8,7,15,6.268253968253968,36,32,0,0,4
"['11001', '101', '1100', '10', '1', '110', '0', '11', '0101', '01']",0,10,11,16,27,25.96031746031746,86,117,0,0,9
"['100', '1', '110', '10111', '100100', '1011']",0,6,9,13,22,7.974025974025974,40,50,0,1,2
"['00', '101101', '100001', '100', '101', '111', '1', '0', '1011', '10000']",0,10,17,17,34,21.791053391053392,121,133,0,0,7
"['101101', '00110', '10', '1', '10101', '011', '10100']",0,7,12,15,27,11.896969696969697,56,56,0,1,3
"['00', '101', '10110', '000', '0001000', '0011111', '11', '01010', '1000', '0101100']",0,10,26,19,45,24.359379509379508,145,144,0,1,9
"['00110', '1001001', '01100', '10', '1100110', '1000100', '1', '11111', '010100', '011']",0,10,24,24,48,24.14020979020979,152,113,0,0,6
"['00', '100', '000', '111', '11', '0', '1100100']",0,7,12,9,21,8.405555555555555,57,60,0,0,5
"['000', '10', '1110110', '101011', '0111100', '0101', '0010011', '11010']",0,8,19,22,41,16.113708513708513,94,71,0,1,3
"['1100', '111', '10', '1000111', '0', '11', '01']",0,7,8,13,21,9.80021645021645,57,58,0,0,3
"['0000', '100011', '1', '1110110', '0', '11', '001101']",0,7,13,14,27,7.615040515040515,81,45,0,0,4
"['1111101', '0011', '000000', '0', '001101']",0,5,13,11,24,4.054295704295704,42,29,0,1,2
"['0101', '1011011', '111', '0100101', '011000', '11', '0', '0100', '001101', '011']",0,10,20,23,43,24.77091242091242,138,123,0,0,8
"['00', '00000', '1']",0,3,7,1,8,0.5714285714285714,10,8,0,1,0
"['00', '0001', '111', '000', '100011', '1', '0110', '11011', '0']",0,9,15,14,29,15.559018759018759,100,83,0,0,6
"['0011', '0001110', '10', '110', '11011', '011000']",0,6,13,14,27,8.738233988233988,48,43,0,1,0
"['00', '10', '0', '11', '10100']",0,5,7,5,12,4.3809523809523805,21,21,0,0,3
"['00', '0111110', '100', '110001', '101', '0000101', '1110', '0', '111011', '10111']",0,10,19,25,44,23.07938727938728,154,113,0,0,6
"['0111111', '101', '000', '1110', '11']",0,5,6,13,19,4.247041847041847,33,24,0,1,2
"['1', '0001111', '01000', '01']",0,4,8,7,15,2.765873015873016,24,13,0,1,0
"['000', '111', '0100100', '1110', '11', '0', '101111', '1111001', '0111', '00100']",0,10,18,24,42,20.96761571761572,152,135,0,0,6
"['011011', '10110', '01011', '0001111', '11', '0', '1100001', '011']",0,8,15,21,36,14.843201243201243,99,82,0,1,4
"['0000', '1111110', '1010', '111001', '1', '11011', '0', '10111', '1000', '11100']",0,10,17,25,42,20.48883338883339,146,122,0,0,8
"['01111', '0', '00011', '0011']",0,4,7,8,15,3.2222222222222223,16,18,0,1,2
"['00', '10', '1110', '001', '01110']",0,5,8,8,16,5.517460317460317,22,29,0,1,2
"['10110', '000', '1', '0', '011', '010']",0,6,9,7,16,6.583333333333333,33,32,0,0,5
"['011001', '111111', '01100', '101', '1100', '100110', '10', '1110']",0,8,14,22,36,16.75873015873016,77,76,0,1,5
"['101', '111', '111001', '1111', '0', '0011001', '01', '0111010']",0,8,12,21,33,15.028649128649128,90,80,0,0,4
"['110001', '101010', '0110', '110', '0', '0100001', '001', '0110110']",0,8,20,17,37,14.735608835608835,97,80,0,1,6
"['00', '11001', '101', '101100', '1101', '1', '01111', '11', '0', '11100']",0,10,13,21,34,22.325468975468976,123,121,0,0,7
"['01101', '11001', '1010', '1101111', '10', '1101', '0111', '000010', '0101', '01']",0,10,18,25,43,28.22421467421467,122,130,0,1,8
"['101', '0011010', '0', '11', '1010101', '10111', '00101', '00111']",0,8,15,20,35,15.874603174603175,84,81,0,1,5
"['00', '0000', '101', '000110', '0110', '1', '11', '01']",0,8,14,10,24,13.420634920634921,69,65,0,0,5
"['1', '0011001', '0', '010']",0,4,7,5,12,2.1,21,10,0,0,2
"['0000', '010', '100', '1', '11', '1100001', '011', '01', '10011']",0,9,16,14,30,18.215367965367964,98,88,0,0,5
"['00', '1011010', '100', '1', '110', '00000', '01']",0,7,14,9,23,9.279365079365078,63,50,0,0,4
"['0001', '101', '1100', '001010', '100110', '10', '11111', '1', '01011', '1111001']",0,10,18,25,43,23.26956376956377,142,120,0,0,6
"['1', '111', '0110001']",0,3,4,7,11,1.35,12,8,0,1,0
"['10', '0', '01010', '0001000', '01']",0,5,12,5,17,5.115079365079365,33,28,0,0,2
"['00', '11000', '010101', '1100', '1010', '11', '10111']",0,7,13,15,28,12.156060606060606,55,58,0,1,6
"['111111', '101', '101010', '0100', '00101', '01', '1010100']",0,7,15,18,33,12.301209901209901,64,59,0,1,2
"['10', '1', '0', '11110', '10000']",0,5,7,7,14,4.20952380952381,28,20,0,0,4
"['001010', '1001010', '111', '1', '0', '010']",0,6,11,10,21,6.1389499389499385,50,35,0,0,4
"['0111110', '01100', '101', '101100', '000111', '1', '010001', '01']",0,8,17,19,36,14.974919524919525,97,70,0,1,3
"['100', '111110', '00111', '1', '11101', '11', '10101', '001', '1011', '00100']",0,10,15,24,39,23.595238095238095,123,138,0,0,6
"['1111010', '1010', '1001010', '0011011', '1', '010010', '011']",0,7,16,19,35,11.21996336996337,75,61,0,1,3
"['10', '0', '0101110', '1111000', '0101']",0,5,10,11,21,4.927417027417027,40,26,0,1,2
"['110100', '10', '0', '00011', '01110']",0,5,10,9,19,4.485281385281385,35,25,0,1,2
"['00110', '00', '100', '000', '10', '1', '001001', '1111', '11', '0']",0,10,16,13,29,19.326479076479075,115,110,0,0,7
"['101', '000', '10', '11', '0', '0000010', '011', '11010']",0,8,15,11,26,13.242857142857142,79,66,0,0,5
"['11000', '1100101', '1', '1110', '0']",0,5,8,10,18,4.012121212121212,34,23,0,0,2
"['0100000', '0010010', '1010', '1101111', '1', '000101', '0', '01010', '001', '01110']",0,10,26,20,46,21.43949383949384,162,115,0,0,7
"['00', '1000000', '10', '110', '0100']",0,5,13,5,18,5.439105339105339,29,29,0,1,2
"['110110', '110010', '110100', '111', '10', '11111', '000011', '01000', '011']",0,9,18,24,42,19.501082251082252,110,121,0,1,8
"['1100', '0010', '1101', '1', '01111', '110', '0', '0111001', '1011']",0,9,13,20,33,18.424819624819623,102,87,0,0,6
"['01101', '111111', '100', '0010101', '1', '1111', '0', '11', '0100', '001']",0,10,14,22,36,19.475752025752026,141,121,0,0,6
"['00110', '1111001', '111100', '10110', '1', '11', '00001', '00101', '11100']",0,9,18,23,41,19.217088467088466,116,108,0,1,5
"['00', '0001110', '1101000', '10110', '0010', '1110111', '1', '0', '10001']",0,9,20,19,39,15.806204906204906,138,83,0,0,7
"['00110', '100001', '100', '0010', '1', '0', '11110']",0,7,14,11,25,9.385281385281385,65,48,0,0,4
"['0000', '1010', '000', '1', '11', '10001', '01']",0,7,13,8,21,9.788095238095238,50,48,0,0,4
"['0000', '10010', '1100110', '1', '11', '011']",0,6,11,11,22,6.997041847041847,48,34,0,1,0
"['00', '1110100', '0001', '101', '1001101', '01011', '11011', '1110', '0101']",0,9,18,23,41,20.96890331890332,104,103,0,1,7
"['0011', '100110', '1001010', '1', '11111', '0', '11', '01', '10100']",0,9,14,19,33,16.408646908646908,113,87,0,0,6
"['000', '10', '10010', '1', '0', '0100001', '011']",0,7,14,8,22,9.265873015873016,62,43,0,0,4
"['00', '110110', '01100', '101', '1110', '0', '000001', '010', '11010']",0,9,19,16,35,19.17077922077922,103,96,0,0,6
"['00110', '00', '1100', '110', '01110']",0,5,10,9,19,6.7,21,39,0,1,2
"['1111110', '1', '11', '00011', '001101', '001110']",0,6,10,17,27,7.535436785436786,55,41,0,1,2
"['101', '11111', '11', '0', '100100']",0,5,6,11,17,4.187445887445888,32,25,0,1,0
"['1', '010001', '01', '0110']",0,4,7,6,13,3.119047619047619,18,14,0,1,0
"['00110', '00', '100111', '000111', '1111', '11', '011', '010', '10100']",0,9,16,20,36,19.534271284271284,96,104,0,1,8
"['011', '10', '0', '10111', '001', '11010']",0,6,8,11,19,7.792857142857143,38,33,0,0,4
"['00', '100', '0110', '11101', '0', '101110', '1010101', '011']",0,8,14,17,31,15.518220668220668,81,65,0,0,2
"['00', '00110', '110100', '0010', '10', '11100']",0,6,14,10,24,8.925108225108225,39,56,0,1,4
"['00', '1000001', '100', '101100', '0100011', '11111', '0110', '0', '000011', '011']",0,10,24,20,44,22.180991230991232,158,118,0,0,6
"['10', '1101', '1', '0011100', '0100']",0,5,9,9,18,5.267171717171717,31,19,0,1,2
"['00', '000', '100']",0,3,7,1,8,2.2666666666666666,3,16,0,1,2
"['011100', '100', '0010', '1110', '0', '00011', '110011', '001111']",0,8,17,18,35,15.322222222222221,89,81,0,1,5
"['111111', '010', '11001', '100', '1000101', '1111', '100100', '01']",0,8,15,21,36,14.68069708069708,91,88,0,1,4
"['1100', '110100', '1001011', '00011', '101111', '111010', '0101', '010']",0,8,18,23,41,16.60906870906871,82,81,0,1,5
"['110110', '100111', '10', '01011', '1000110', '0101110', '011', '01']",0,8,16,22,38,17.316389166389165,87,84,0,1,6
"['111111', '111100', '0010', '0011100', '01', '0', '00011', '11', '010']",0,9,16,20,36,16.576584526584526,123,103,0,0,4
"['1111101', '110001', '000', '0010', '10', '01011', '1110', '001', '101011']",0,9,18,22,40,19.00881340881341,107,96,0,1,6
"['0011', '110010', '110100', '1010', '11', '101111', '1000', '0101', '10100']",0,9,19,22,41,22.236580086580087,95,110,0,1,7
"['00', '0100000', '1100', '1101', '000111', '110', '00000', '110011', '0101', '010']",0,10,26,18,44,25.282745032745034,133,146,0,1,7
"['111', '0010', '1101', '1', '000111', '11', '1110000', '01000']",0,8,15,17,32,14.1010767010767,94,87,0,0,2
"['00', '000100', '01110', '1110011', '111', '1001010', '000110', '110', '1010000', '00111']",0,10,27,24,51,25.452719502719503,151,139,0,1,9
"['000', '110000', '01011', '1110', '0', '111011', '10001', '01', '10000']",0,9,20,17,37,17.694300144300144,111,98,0,0,5
"['1', '110', '001', '00011']",0,4,6,6,12,2.9166666666666665,17,14,0,1,2
"['00', '1101000', '101010', '010100', '0', '01000', '001']",0,7,20,10,30,11.585864135864137,65,73,0,1,2
"['110110', '011111', '1100', '1001011', '0110', '01010', '0100', '000001', '01', '10100']",0,10,25,24,49,26.245770895770896,129,126,0,1,8
"['111', '0010', '10010', '11101', '0', '0110100', '011', '1010010']",0,8,17,18,35,14.842640692640693,88,73,0,1,6
"['011100', '01100', '10', '1000101', '11', '011', '11100']",0,7,14,16,30,12.470990120990121,61,60,0,1,4
"['010101', '100111', '1100', '011010', '1100111', '1', '0110', '11', '001100', '01110']",0,10,20,27,47,27.78048618048618,138,119,0,1,6
"['011111', '1101000', '111100', '1', '1110', '1010011', '001', '01', '1010100']",0,9,18,25,43,17.535242535242535,133,100,0,1,5
"['111', '1000101', '1', '11', '100100', '011']",0,6,9,13,22,8.271611721611722,46,52,0,0,2
"['010', '100011', '11', '0', '011', '01']",0,6,8,9,17,8.03015873015873,34,35,0,0,4
"['00110', '1010001', '100', '1100', '0001100', '10', '1001111', '1111']",0,8,19,20,39,16.109379509379508,94,82,0,1,5
"['1111101', '0011000', '000110', '0', '001']",0,5,13,11,24,4.611721611721611,42,28,0,1,2
"['1010001', '110110', '0010010', '1001101', '111', '0110', '11', '0111', '1000', '0101']",0,10,22,26,48,27.14052614052614,135,121,0,1,7
"['00', '11100', '10', '11', '1000', '010']",0,6,10,8,18,8.119047619047619,31,37,0,1,3
"['1010001', '10', '0', '11', '0111', '100000', '001', '0111010', '10000']",0,9,21,16,37,16.305566655566654,125,90,0,0,4
"['0011', '11001', '1010', '0010', '1', '0111100']",0,6,12,13,25,7.904545454545454,48,33,0,1,3
"['001010', '1101101', '0', '10']",0,4,8,8,16,2.762210012210012,25,11,0,1,0
"['00', '010110', '000', '101100', '10', '111', '01111', '11', '0001010']",0,9,18,18,36,16.685048285048286,112,100,0,0,7
"['00', '0010101', '001001', '0', '001011', '1001', '0101', '010']",0,8,20,13,33,17.42999222999223,77,84,0,0,4
"['010', '100110', '001', '110000', '110', '0101', '01']",0,7,15,12,27,12.305555555555555,56,56,0,1,5
"['011010', '10', '001000', '0101111', '11011', '010011', '110', '0111', '00101', '011']",0,10,21,26,47,27.272632922632923,128,134,0,1,7
"['00', '100', '10', '010100', '11', '011', '11010']",0,7,12,11,23,11.458225108225108,50,54,0,0,5
"['0011', '101', '001000', '011', '01']",0,5,10,8,18,6.35079365079365,24,25,0,1,2
"['00', '101', '1010', '11', '0', '1000010']",0,6,11,8,19,7.423304473304473,41,32,0,0,2
"['0111111', '101', '1111100', '111', '0010', '000101', '110']",0,7,12,21,33,10.994916194916195,73,62,0,1,5
"['100001', '1', '110', '0', '101111', '0101110', '01001', '010']",0,8,15,17,32,12.874131424131424,97,64,0,0,6
