label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart
"['0', '0110101', '010100', '001', '1', '010', '100100', '1111010', '00', '1011']",0,10,21,19,8,40,22.13962703962704,149,108
"['11011', '1001010', '100', '00', '100101', '1010011', '1101']",0,7,16,18,2,34,13.174847374847374,61,70
"['000110', '01', '1', '001111', '1010101', '10', '0100100', '0000']",0,8,20,15,6,35,13.414424464424464,104,67
"['1000110', '1', '000010', '11']",0,4,9,7,0,16,2.666056166056166,24,11
"['0', '01', '010', '11', '0001', '1100100', '00', '10']",0,8,14,9,4,23,13.944660894660894,69,66
"['0', '01', '010', '00000', '11', '01111', '1110001', '00110', '0000']",0,9,20,14,5,34,16.42164502164502,115,101
"['11001', '1', '011', '11', '00', '10011', '10', '1010000', '01001', '0000110']",0,10,21,18,8,39,23.38095238095238,141,113
"['01', '010', '1', '111010', '101', '00', '10', '01010']",0,8,12,12,5,24,16.293939393939393,63,68
"['01', '010', '001', '110']",0,4,6,5,3,11,3.6666666666666665,10,15
"['0', '000110', '11', '0101101', '000111']",0,5,11,11,2,22,4.637667887667888,36,24
"['0', '1', '11', '00', '100101', '0111', '1110']",0,7,8,12,6,20,8.254761904761905,57,44
"['000110', '0010', '001', '111', '000011', '1011101', '1101011', '11101']",0,8,18,23,6,41,16.005311355311356,88,85
"['11011', '1', '0111011', '1011', '11100']",0,5,6,16,2,22,5.4772727272727275,32,42
"['0', '11110', '1', '11', '00', '1010', '110', '01000']",0,8,11,12,6,23,12.046825396825396,69,63
"['0', '1', '00001', '10110', '100111', '0011111', '1100011', '0101']",0,8,16,20,6,36,12.622732822732823,107,65
"['0', '001', '1', '00011', '11', '101', '11000', '1000', '000', '110']",0,10,17,13,8,30,22.503174603174603,106,122
"['1101001', '1110111', '010100', '0101000', '1', '01', '00000', '11101', '1011', '01000']",0,10,25,24,6,49,22.311638361638362,154,126
"['01', '11', '110011', '1010', '00', '010101', '10', '000010', '1000011', '0100']",0,10,23,18,9,41,24.535353535353536,137,111
"['0', '01', '01101', '11', '1101100', '1000010', '100110', '111111', '0000', '110']",0,10,20,23,6,43,20.334698634698633,160,110
"['0010001', '0', '1', '001001', '101011', '1010', '1000', '000010', '01001', '0101']",0,10,27,17,8,44,24.687323787323788,136,116
"['01', '0010', '1', '00100', '000101', '1111010', '10', '1101']",0,8,16,15,4,31,15.395665445665445,86,68
"['0', '001', '000011', '101', '000001', '11111', '0101', '01100']",0,8,18,15,6,33,13.171212121212122,87,71
"['111', '0000101', '00', '10', '0000', '000111', '110', '0100101']",0,8,20,14,6,34,13.75960150960151,90,86
"['11001', '01', '1101100', '00110', '10', '110']",0,6,11,13,4,24,8.907936507936508,45,40
"['0011101', '11', '00111', '101', '10101', '010010', '10', '0111110']",0,8,15,22,6,37,15.945559995559995,91,72
"['01', '001', '0010', '0011110', '00', '100101', '10']",0,7,15,11,3,26,12.5998001998002,58,61
"['0', '01', '1', '011', '00001', '1101000', '1110101', '110']",0,8,14,15,6,29,12.824603174603174,96,67
"['0', '00100', '01000', '1010', '01010', '01100']",0,6,17,8,4,25,9.422222222222222,36,63
"['111', '10000', '111011', '100101', '0111', '110']",0,6,10,17,4,27,8.46948051948052,42,56
"['0', '01100', '1111010', '10', '101111']",0,5,8,13,0,21,4.879093129093129,37,23
"['01', '1110010', '010', '1111', '00', '1010000', '1110']",0,7,14,15,6,29,10.58102453102453,67,58
"['0', '101100', '001', '1', '0000001', '00', '110']",0,7,15,8,4,23,8.434676434676435,70,51
"['1', '111100', '10111', '101', '10101', '0110000', '1010', '001010', '01100']",0,9,20,22,5,42,20.276007326007324,111,98
"['1', '11', '1010', '10', '0111', '01110', '001100', '1110']",0,8,11,17,5,28,15.96139971139971,69,70
"['01', '01101', '1111', '00', '10011', '000', '0000111']",0,7,14,14,4,28,10.397835497835498,65,57
"['001', '010', '0000101', '00', '000']",0,5,14,4,3,18,6.644444444444444,24,42
"['0', '001001', '00101', '0110100', '1000110', '000101', '0011111', '0000', '1011011', '110']",0,10,29,24,6,53,24.84979464979465,158,128
"['00000', '00100', '00', '0000010', '01010']",0,5,20,4,3,24,6.358730158730158,27,66
"['0111000', '0', '001', '1', '1101011', '00', '10010', '011111', '0110110']",0,9,18,21,5,39,15.82090132090132,137,85
"['0', '11110', '1000101', '111100', '101', '100', '0011010', '0000', '0000111']",0,9,23,20,5,43,18.331751581751583,131,102
"['0', '0010', '11000', '10101', '0000001', '11100', '00', '110']",0,8,20,12,3,32,14.303391053391053,87,77
"['010', '1', '11', '1100000', '111011', '1111', '11111', '1100']",0,8,10,22,2,32,14.064713064713064,89,122
"['0', '11000', '100', '0100001', '1001001']",0,5,15,8,2,23,5.330952380952381,36,23
"['0', '1', '011100', '0111011', '011101', '000', '1100', '01110']",0,8,15,18,4,33,13.75911865911866,88,93
"['0010110', '01', '010', '1', '1101000', '10000', '00', '10']",0,8,18,11,5,29,14.266666666666666,90,71
"['0110101', '1', '00101', '011100', '00011', '11', '100', '10011', '1100111']",0,9,18,23,5,41,19.88281163281163,118,105
"['0110101', '0', '101010', '1000', '1101', '1111111']",0,6,11,18,4,29,7.037912087912088,57,33
"['0', '01', '11110', '1', '100001', '00011', '101', '1111', '00']",0,9,13,16,6,29,15.514718614718614,105,85
"['0101', '100', '1000101', '1111']",0,4,8,10,2,18,3.22987012987013,18,19
"['01', '1', '111', '011100', '11', '00001', '100', '1000', '10', '000010']",0,10,19,15,7,34,22.096536796536796,127,113
"['0', '11010', '001', '010', '110001', '00', '00010', '0101', '0000110']",0,9,23,13,4,36,21.261416361416362,102,109
"['0', '01', '11110', '1', '11', '100', '1010', '111111', '100101', '10']",0,10,11,21,7,32,20.967099567099567,126,117
"['1010', '10', '111']",0,3,3,6,0,9,1.638095238095238,6,8
"['01', '1', '1100010', '11000', '00', '100011', '0111', '1011111']",0,8,15,19,4,34,13.122710622710622,104,74
"['0', '010001', '1111001', '00', '10100', '10', '0001010', '1101', '01110']",0,9,21,18,6,39,18.754001554001555,123,85
"['010', '1', '11', '101', '1011101', '10', '0000', '0001011', '110']",0,9,15,17,7,32,18.54963924963925,109,88
"['0', '01', '010', '111010', '00', '0000011']",0,6,13,8,2,21,7.732295482295482,49,42
"['100001', '0110100', '1', '11', '0001', '10011', '000000', '11100']",0,8,21,15,4,36,12.766994116994116,100,76
"['0', '011', '11', '0011', '0001', '00', '10', '0011011', '111000', '1011011']",0,10,18,20,7,38,22.124614274614274,141,133
"['0', '1001101', '0000110', '0000', '11100', '0011100']",0,6,19,12,3,31,7.903968253968254,57,54
"['1', '10000', '111101', '1111']",0,4,5,11,0,16,2.404906204906205,22,24
"['0', '01', '001', '0001', '100', '1111000', '11111', '0001010', '010011', '0111100']",0,10,23,22,5,45,22.10091575091575,165,126
"['00100', '00', '1']",0,3,6,2,0,8,0.9047619047619047,9,8
"['010', '110', '10110', '11']",0,4,5,8,2,13,3.9380952380952383,11,16
"['0', '0101110', '111', '0011', '0001', '1110011', '00', '10', '010011', '001011']",0,10,20,22,8,42,23.27004662004662,143,130
"['101', '1', '0100110', '11']",0,4,5,8,0,13,3.261111111111111,19,12
"['0', '001', '111', '0110', '10010']",0,5,8,8,2,16,4.626190476190476,25,19
"['0', '01', '101010', '101', '0110', '111111', '000000', '1011', '11100']",0,9,17,20,5,37,16.46803751803752,119,84
"['01', '1', '11', '1000111', '100111']",0,5,6,12,2,18,5.181013431013431,33,42
"['0', '11011', '1', '11', '101', '10101', '0100']",0,7,8,13,4,21,10.058730158730159,53,52
"['0', '1010110', '010', '001111', '1', '11', '100110', '01001']",0,8,14,17,4,31,12.997696747696747,95,62
"['1100', '1', '11111']",0,3,2,8,0,10,1.1777777777777778,10,10
"['01', '0011', '0110', '00110', '00', '10', '000000', '01011']",0,8,19,11,7,30,16.18766233766234,73,93
"['0', '0010110', '0111000', '1', '01110', '011111', '101111']",0,7,13,20,6,33,9.476523476523477,80,56
"['111', '00100', '100', '0110', '00', '0000010', '0100100', '001001']",0,8,25,12,4,37,15.661671661671662,88,102
"['1', '11', '1100001', '10001', '100', '111001']",0,6,11,13,0,24,8.298090798090797,47,64
"['0', '1', '011', '1110000', '11', '101']",0,6,7,10,4,17,6.677777777777778,43,35
"['0', '101100', '01', '1', '00', '1000', '10', '1001100']",0,8,15,10,5,25,13.455111555111555,80,73
"['11', '010', '1', '1001']",0,4,4,6,0,10,3.204761904761905,13,12
"['01', '0010', '1', '1000101', '00', '01010']",0,6,13,8,2,21,7.575685425685426,44,32
"['01', '001', '1', '0011', '000000', '001100', '0000110']",0,7,20,9,2,29,11.464146964146964,68,70
"['1', '11000', '100', '0110', '111011', '10011', '1011']",0,7,11,17,4,28,12.02907647907648,58,64
"['1', '011', '111', '11', '00', '1011011', '1110']",0,7,6,16,4,22,10.228066378066378,55,68
"['01', '010', '1', '0011', '111011', '00', '110']",0,7,9,12,4,21,10.856349206349206,51,48
"['0', '0010', '010', '1', '10101', '0011110', '10', '000']",0,8,15,11,4,26,14.240764790764791,76,72
"['01', '11', '01111', '000', '111101']",0,5,6,12,2,18,4.2423520923520925,31,27
"['0', '011100', '11', '1111', '011101', '111011', '1010', '100011']",0,8,12,23,6,35,14.376190476190477,90,80
"['0', '01', '011', '011011', '10111', '1010', '00', '10', '000100', '1110']",0,10,17,18,7,35,23.694877344877344,124,113
"['110110', '01', '01101', '1']",0,4,5,9,0,14,3.0844155844155843,20,14
"['11110', '01101', '111', '10111', '0100100']",0,5,9,16,3,25,6.15,29,29
"['11010', '001', '1', '01', '1011100', '000000', '0101']",0,7,16,12,0,28,9.748529248529248,72,49
"['0', '01', '11', '00', '011110', '0111', '00010', '0101']",0,8,13,13,5,26,14.154184704184704,72,74
"['0', '0010', '1', '1001', '1111', '00', '10010', '10', '001001', '1001111']",0,10,18,18,7,36,22.0013875013875,134,117
"['0100111', '00111', '10101', '10', '01000', '0100']",0,6,15,13,3,28,9.033621933621934,43,45
"['0', '01', '1', '000011', '11111', '011110', '0111', '110']",0,8,10,18,4,28,12.802020202020202,88,70
"['0', '001', '1', '00101', '0011', '1111001', '00', '0111', '01110', '1111011']",0,10,16,23,8,39,22.72150072150072,142,118
"['1', '01111', '00', '001110', '010110', '1100101', '011001']",0,7,15,18,3,33,10.170634920634921,76,48
"['01101', '1111101', '11', '0011', '100', '111110', '0101']",0,7,10,21,2,31,11.886352536352536,64,66
"['10001', '011101', '00', '1000', '10', '0000', '0011011', '0010010', '0101', '110']",0,10,26,18,7,44,26.083966033966032,131,126
"['1', '11000', '0011', '1001', '10000', '111011', '0110000', '10', '000', '1100']",0,10,23,18,5,41,24.492779442779444,134,133
"['1100010', '0011101', '1', '11']",0,4,7,10,2,17,2.626984126984127,28,16
"['0', '0010', '1', '00001', '11', '0110000', '111111', '111110']",0,8,14,18,4,32,9.9989565989566,109,70
"['0100111', '0111001', '011', '1', '011101', '1010', '1101', '01100']",0,8,15,22,4,37,16.323742923742923,89,80
"['11001', '0', '00101', '011', '11000', '0111111', '1110100', '10', '01010', '0100']",0,10,21,23,6,44,24.541702741702743,146,121
"['0110101', '01', '1', '100', '111111', '001110', '10', '1110']",0,8,11,20,4,31,13.811815961815961,93,67
"['101100', '010', '1', '1101100', '1000', '01001', '101110', '1001011', '1111011']",0,9,20,26,5,46,20.326429126429126,121,98
"['0', '001', '1', '111011', '10']",0,5,5,8,2,13,4.249206349206349,27,18
"['01', '001', '1', '011', '00', '010011']",0,6,9,8,4,17,8.252380952380953,33,36
"['0', '0011', '00']",0,3,5,2,0,7,1.7333333333333334,6,10
"['01', '001000', '00111', '00', '011001', '0001011', '0001010', '01001', '000111', '101001']",0,10,31,21,10,52,27.89009879009879,137,150
"['0', '11', '000001', '01010', '1100']",0,5,11,7,0,18,3.9374458874458873,33,21
"['0', '01', '111100', '0110', '011110', '0101001']",0,6,12,14,2,26,7.940581640581641,52,46
"['0', '01', '1', '11000', '0001', '111111', '10', '000', '1011011', '111001']",0,10,16,21,6,37,19.46058941058941,152,114
"['010001', '1', '011', '11', '001000', '1100001', '0110', '11101', '0101100']",0,9,21,20,4,41,19.644505494505495,123,90
"['0', '1', '1000', '010101', '00', '011001', '00010']",0,7,16,9,4,25,9.32034632034632,66,50
"['01', '0011', '101', '100', '110011', '100110', '0110010']",0,7,15,16,4,31,13.504551004551004,59,52
"['0', '11', '00100', '100010', '010111', '0111', '1101', '01100']",0,8,16,17,6,33,14.014430014430014,87,70
"['0010001', '0001001', '01', '1', '0000100', '011100', '111']",0,7,20,13,3,33,10.377106227106227,82,54
"['0110101', '1010110', '010', '1', '0111001', '11', '00000', '10110', '000000']",0,9,24,19,5,43,16.452702852702853,140,97
"['0', '01', '0011101', '1', '0010100', '11101', '111001']",0,7,13,16,4,29,9.719225219225219,78,53
"['0', '11110', '0001', '0000101', '01000', '100111', '0001011', '0101', '01110']",0,9,24,20,7,44,18.83252303252303,118,101
"['00000', '101', '11000', '100', '000', '1101', '1110']",0,7,16,11,7,27,11.437301587301587,49,66
"['0', '011', '11']",0,3,2,4,0,6,1.3,5,6
"['0', '010', '1', '1001', '00', '011110', '0001011', '0111110']",0,8,15,16,4,31,12.454023754023753,101,72
"['0', '11011', '11', '0001', '00', '0111', '000']",0,7,11,10,4,21,8.96111111111111,53,56
"['11010', '110', '1', '011010']",0,4,6,9,0,15,3.4448051948051948,17,18
"['000100', '1', '11']",0,3,5,4,0,9,1.2023809523809523,11,4
"['11', '101', '00100', '1001', '0110', '010010', '00', '000001']",0,8,20,12,6,32,15.886219336219336,78,65
"['0', '00101', '00001', '10', '000', '011111', '110', '01011', '110101']",0,9,18,18,7,36,17.550505050505052,108,91
"['0', '01', '010', '1', '110', '10111', '11101', '1100', '0011100']",0,9,13,18,6,31,18.404256854256854,101,81
"['0', '010001', '1', '11', '0011', '0000001', '1111010', '000001', '0111', '01001']",0,10,24,19,8,43,20.88275058275058,160,126
"['0', '01', '010', '1', '11010', '00111', '1000', '10010', '0000011', '11100']",0,10,21,17,6,38,22.394660894660895,143,111
"['1000100', '0010', '010', '011', '11', '110', '0100']",0,7,15,11,5,26,12.715656565656566,50,60
"['010', '0111010', '1', '000011', '101']",0,5,10,10,2,20,4.752808302808303,37,19
"['010', '11', '100', '111110', '0000', '11100']",0,6,11,12,2,23,7.191558441558441,44,41
"['1', '01111', '100110', '1010', '01010', '01001', '110', '1111011']",0,8,14,22,3,36,15.40131535131535,87,75
"['0', '010001', '111', '000011', '11', '011', '1000110', '1001']",0,8,16,16,4,32,14.963353313353313,85,75
"['110', '0010100', '1', '0110']",0,4,8,7,0,15,3.1344155844155845,19,12
"['0', '101100', '0010', '00011', '1101101', '1111', '0000', '0100101', '01000']",0,9,24,19,7,43,17.58185148185148,116,99
"['0', '000110', '01', '1', '1110000', '01010', '0101', '1100']",0,8,17,13,4,30,13.154201354201353,94,68
"['0110001', '00010', '1', '000']",0,4,11,5,0,16,2.6,23,14
"['010', '111', '11', '0000001', '00', '1000', '011010', '01011']",0,8,18,14,4,32,12.95971250971251,87,72
"['1', '00100', '1001', '00', '0100100']",0,5,13,6,0,19,4.893145743145743,33,27
"['0', '110000', '0010', '100', '01000']",0,5,14,5,0,19,5.301082251082251,28,33
"['00111', '1100', '1001000', '1000', '00', '10', '11100']",0,7,17,12,6,29,12.122727272727273,61,74
"['0', '001', '1', '011', '10111', '10101', '100110', '101001', '0100']",0,9,16,18,8,34,19.32106782106782,99,87
"['0', '11011', '010', '100100', '0100100']",0,5,13,9,0,22,5.104245754245754,35,27
"['0', '010000', '0001', '100', '100010', '00110']",0,6,18,7,2,25,8.382251082251083,44,46
"['0', '1', '1001', '01111', '0110', '00110', '10', '000000', '11111']",0,9,16,17,7,33,14.994733044733044,117,82
"['0', '1111100', '01', '1', '10001', '0001', '1010', '10011', '000']",0,9,17,15,6,32,17.541630591630593,109,85
"['00011', '11000', '100', '110011', '100011', '001010', '000']",0,7,20,14,7,34,14.324747474747474,54,77
"['0', '1', '110111', '001001', '0111100']",0,5,9,12,4,21,3.3736263736263736,45,17
"['0', '0010', '00000', '0111', '11100']",0,5,12,7,4,19,4.366666666666666,31,33
"['010000', '1', '101', '10111', '00', '110', '0100']",0,7,13,11,2,24,9.827922077922079,60,47
"['0', '01', '1', '101', '111101', '001110', '10', '100101', '1110']",0,9,12,19,7,31,18.63015873015873,105,89
"['1111100', '1', '101', '01111', '100101', '0000011', '01010', '11111', '110']",0,9,16,26,7,42,17.92764457764458,128,108
"['0', '1000001', '1', '11', '10', '000000', '0000', '11100', '1111011']",0,9,20,15,6,35,13.391835941835941,138,92
"['0', '000110', '010', '001', '011', '1', '10', '010011', '11100', '01100']",0,10,19,16,9,35,24.23116883116883,126,117
"['0', '1', '11000', '0011', '0110', '1101110', '10', '1110']",0,8,12,16,5,28,14.026984126984127,84,72
"['0', '111100', '1', '0100010', '10', '101111']",0,6,10,13,4,23,6.01037851037851,59,31
"['001', '00000', '101', '000', '01011']",0,5,13,6,5,19,5.316666666666666,23,31
"['0', '1000100', '01101', '011000', '1111', '00', '0101100', '1001001', '110101']",0,9,24,21,5,45,18.177272727272726,130,89
"['110000', '01', '11010', '001111', '0110', '00', '001010', '010110']",0,8,20,17,6,37,16.23831168831169,87,95
"['00', '001', '100', '0000']",0,4,10,2,2,12,4.076190476190476,10,27
"['11', '0001', '00', '10010', '10', '0000', '00010']",0,7,17,7,7,24,11.137301587301588,48,67
"['0', '01', '10111', '0010011', '011001', '11100', '101110']",0,7,14,18,4,32,11.365207015207016,72,51
"['01', '1', '101000', '010101', '10']",0,5,9,8,4,17,5.071428571428571,33,23
"['000110', '010', '111011', '1000000', '10', '00010', '110', '1101010']",0,8,22,17,6,39,16.086097236097235,91,89
"['01', '010', '001111', '0000100', '0100111', '11', '1100001', '10001', '1000']",0,9,24,19,5,43,19.43848373848374,127,96
"['0', '110110', '01', '111', '011', '101', '1001001', '01011', '0001000']",0,9,18,19,5,37,19.23117993117993,115,85
"['0', '01', '0010', '011', '0011', '1000', '00', '1110001', '01000']",0,9,20,12,5,32,20.114213564213564,97,101
"['01', '11010', '0000100', '101', '0010011', '10']",0,6,15,11,4,26,8.484920634920634,52,34
"['0', '1', '0011', '1001000', '100010', '0000101', '000', '000111']",0,8,23,12,6,35,13.227672327672327,101,80
"['0', '1', '111', '0110', '10', '0110010', '0101']",0,7,10,12,4,22,9.876695526695526,59,46
"['0', '00101', '0001', '100', '100010', '1111', '1011']",0,7,14,13,3,27,10.069336219336218,58,50
"['111', '00101', '101', '110100', '10', '000001', '1000011']",0,7,17,15,4,32,11.204218004218005,67,63
"['01', '111', '11', '00100', '0000011', '0011011', '1110']",0,7,14,16,4,30,10.533694083694083,71,68
"['0', '001', '111100', '0000100', '010001', '1110110', '0100']",0,7,20,14,4,34,10.716805416805418,79,68
"['1', '1110000', '011', '111011', '100110', '01010', '1011']",0,7,13,19,2,32,11.695704295704296,70,60
"['01', '111', '100', '00', '10']",0,5,6,6,5,12,4.633333333333334,17,21
"['1', '00100', '0001', '00', '1000', '10011']",0,6,14,7,4,21,7.959523809523809,39,42
"['01', '1', '111', '1010100', '10000', '111111', '10', '110']",0,8,11,18,4,29,12.61954711954712,91,79
"['1000001', '0001110', '101', '10110', '10100', '00', '01001', '0011100']",0,8,24,17,6,41,16.488095238095237,94,81
"['11', '101101', '100', '000101', '1111', '00', '000']",0,7,13,13,6,26,9.341269841269842,61,60
"['1111100', '001', '1', '0011', '1100']",0,5,8,11,2,19,4.96948051948052,36,32
"['0100111', '011100', '11', '0011', '0001', '10000', '100011', '1011', '01011', '110101']",0,10,23,26,8,49,27.612698412698414,126,146
